Date,Record Number,Record Type,Address,Description,Project Name,Status,Short Notes
6/30/2020,CE20-0502,Enforcement Case,"1880 LORNADELL LN, SANTA ROSA CA 95405",Broken down cars and trailers being stored in their driveway which is a legal annexed public easement.UPDATE 9/28/2020: Received new complaint.,ZRVS - Residential Vehicular,Closed,
6/30/2020,CE20-0501,Enforcement Case,"521 NASON ST, SANTA ROSA CA 95404",Trimmed Ivy and left the pile in the alley way behind their house.,ZRM - Residential Miscellaneous,Closed,
6/30/2020,CE20-0500,Enforcement Case,"201 W 7TH ST, SANTA ROSA CA 95401",Business has installed an exterior signage without proper permits.,ZCM - Commercial Miscellaneous,Closed,
6/30/2020,CE20-0499,Enforcement Case,"2927 MONTECITO AVE, SANTA ROSA CA 95404",Large dead Oak Tree.,ZRM - Residential Miscellaneous,In Progress,
6/30/2020,CE20-0498,Enforcement Case,"2600 MENDOCINO AVE, C, SANTA ROSA CA 95403",Car through store front door.,ECO - Emergency Call Out,Closed,
6/30/2020,CE20-0497,Enforcement Case,"4505 MAITLAND AVE, SANTA ROSA CA 95407",Over 10 marijuana plants in the back yard within the setbacks.,CRR - Cannabis Related Response,Closed,
6/26/2020,CE20-0496,Enforcement Case,"1983 GROSSE AVE, SANTA ROSA CA 95404",Stop work notice issued.  Contractor installed new main electrical panel without permitsStop work notice issued by building inspector Steve Billings,BRNP - Building Residential - No Permit,Closed,
6/25/2020,CE20-0495,Enforcement Case,"1020 JENNINGS AVE, SANTA ROSA CA 95401",Lack of hot water periodically throughout complex.UPDATE 12/28/2020: Two complexes (37 units) on this property is without hot water since 12/22/2020.UPDATE 12/29/2020: Another code investigation request received.UPDATE 12/30/2020: Another code investigation request received.UPDATE 02/05/2021 - Complaint received regarding overflowing trash/ recycling bins. Leaking appliances,ZRM - Residential Miscellaneous,Closed,
6/25/2020,CE20-0494,Enforcement Case,"914 GANDUL CALLE, SANTA ROSA CA 95409",SWO issued 6/25/2020: Demo of livingroom wall drywall without benefit of permit.,BRNP - Building Residential - No Permit,Closed,
6/25/2020,CE20-0493,Enforcement Case,"1822 BEAVER ST, SANTA ROSA CA 95404",Garage conversion into 2 story living structure built without permits and possibly in the setbacks.,GC - Garage Conversion,Closed,
6/25/2020,CE20-0492,Enforcement Case,"1942 NORTHFIELD DR, SANTA ROSA CA 95403","Possible garage conversion, many people living in the home and the garage.",GC - Garage Conversion,Closed,
6/25/2020,CE20-0491,Enforcement Case,"2141 E FOOTHILL DR, SANTA ROSA CA 95404","Cannabis related issue, three freestanding A/C units installed (possible grow house).",CRR - Cannabis Related Response,Closed,
6/25/2020,CE20-0490,Enforcement Case,"2706 DUTTON MEADOW, SANTA ROSA CA 95407",One or more roosters disrupting the peace and their coop may be in the yard setbacks.,ZRA - Residential Animal Violation,Closed,
6/24/2020,CE20-0489,Enforcement Case,"2315 VALLEY WEST DR, SANTA ROSA CA 95401",Overgrown weeds and shrubs blocking the sidewalk on the Natalino street side.,ZRM - Residential Miscellaneous,Closed,
6/24/2020,CE20-0488,Enforcement Case,"531 SUMMERFIELD RD, SANTA ROSA CA 95405",Stop work order issued 06/24/2020 for electrical and rebuilding of overhang.,BCNP - Building Commercial - No Permit,Closed,
6/24/2020,CE20-0487,Enforcement Case,"4224 HWY 12, SANTA ROSA CA 95409",Homeless encampment on rear of property and near creek,ZCTD - Commercial Trash and Debris,Investigate,
6/24/2020,CE20-0486,Enforcement Case,"372 WREN DR, SANTA ROSA CA 95401",Over three feet high weeds fill the whole front yard.,ZRM - Residential Miscellaneous,In Progress,
6/24/2020,CE20-0485,Enforcement Case,"112 CARRILLO ST, SANTA ROSA CA 95401",A rooster is crowing in the early morning hours and chickens are constantly roaming.8/12/20 - New structure in rear yard. Possibly inhabited?,ZRA - Residential Animal Violation,In Progress,
6/24/2020,CE20-0484,Enforcement Case,"3941 SKYFARM DR, SANTA ROSA CA 95403",Offensive graffiti,GRAF - Graffiti,Closed,
6/24/2020,CE20-0483,Enforcement Case,"801 TUPPER ST, 411, SANTA ROSA CA 95404",Cigarette smoking within unit causing continual second hand smoke.,ZRM - Residential Miscellaneous,Closed,
6/24/2020,CE20-0482,Enforcement Case,"801 TUPPER ST, 303, SANTA ROSA CA 95404",Cigarette smoking within unit causing continual second hand smoke.,ZRM - Residential Miscellaneous,Closed,
6/24/2020,CE20-0481,Enforcement Case,"898 DUTTON AVE, 2, SANTA ROSA CA 95407",Accessory structure/shed built without permits.06/23/2020: Blue door tag left by CGA.,BRNP - Building Residential - No Permit,Closed,
6/23/2020,CE20-0480,Enforcement Case,"5678 RATERS DR, SANTA ROSA CA 95409",Garage conversion without permits.,GC - Garage Conversion,Closed,
6/23/2020,CE20-0479,Enforcement Case,"668 ELSA DR, SANTA ROSA CA 95407",Accessory structure connected to back fence and built in rear yard setbacks.,ZRM - Residential Miscellaneous,In Progress,
6/23/2020,CE20-0478,Enforcement Case,"2524 DIXIE PL, SANTA ROSA CA 95407",Accessory structure/shed being built within side yard setbacks.,ZRM - Residential Miscellaneous,Investigate,
6/23/2020,CE20-0477,Enforcement Case,"2615 STONY POINT RD, 5, SANTA ROSA CA 95407","Numerous junk cars, rundown travel trailer, camper shells, a boat and trash hauling trucks parked looking like a junkyard.",ZRM - Residential Miscellaneous,In Progress,
6/22/2020,CE20-0476,Enforcement Case,"1341 STROVEN LN, SANTA ROSA CA 95407","This property been vacant for at least six months or more, boarded up from the inside., the exterior of the property is not maintained, weeds, appliance in front yard",VAC,In Progress,
6/17/2020,CE20-0475,Enforcement Case,"5736 EVENING WAY, SANTA ROSA CA 95409",SIX MATURE PLANTS OUTDOORS. OUTDOOR GROW LIGHTS,CRR- CANNABIS RELATED RESPONSE,Closed,
6/17/2020,CE20-0474,Enforcement Case,"2187 LANSBURY ST, SANTA ROSA CA 95404",WEEDS,ZRM - RESIDENTIAL MISCELLANEOUS,Closed,
6/17/2020,CE20-0473,Enforcement Case,"522 EL DORADO CT, SANTA ROSA CA 95404",Installed a second driveway in the front side yard setbacks.,ZRM - Residential Miscellaneous,Planning Review,
6/17/2020,CE20-0472,Enforcement Case,"3965 BRIDLEWOOD CT, SANTA ROSA CA 95403",Graffiti on their driveway.,GRAF - Graffiti,Closed,
6/17/2020,CE20-0471,Enforcement Case,"4030 BRIDLEWOOD CT, SANTA ROSA CA 95403",Graffiti on their driveway.,GRAF - Graffiti,Closed,
6/17/2020,CE20-0470,Enforcement Case,"1936 GENOA PL, SANTA ROSA CA 95403",Graffiti sprayed on the broadside of the house.,GRAF - Graffiti,Closed,
6/17/2020,CE20-0469,Enforcement Case,"72 KAWANA SPRINGS RD, SANTA ROSA CA 95404",SQUATTERS BROKEN INTO DWELLING,ZRTD - RESIDENTIAL TRASH AND DEBRIS,Closed,
6/17/2020,CE20-0468,Enforcement Case,"2260 W STEELE LN, SANTA ROSA CA 95403",Connex box in side yard setback is possibly being used as a living space/unit.,HRIL - Illegal Residential Unit,In Progress,
6/17/2020,CE20-0467,Enforcement Case,"4047 SACRAMENTO AVE, SANTA ROSA CA 95405",TRASH AND RUBBISH IN DRIVEWAY.,ZRTD - RESIDENTIAL TRASH AND DEBRIS,Closed,
6/17/2020,CE20-0466,Enforcement Case,"2314 OLYMPIA DR, SANTA ROSA CA 95405",POSSIBLE HOARDING. TRASH AND RUBBISH IN DRIVEWAY.,ZRTD - RESIDENTIAL TRASH AND DEBRIS,Closed,
6/17/2020,CE20-0465,Enforcement Case,"540 MIDDLE RINCON RD, SANTA ROSA CA 95409",weeds,ZRM - RESIDENTIAL MISCELLANEOUS,Closed,
6/17/2020,CE20-0464,Enforcement Case,"3483 IDAHO DR, SANTA ROSA CA 95405",RESIDENT LEFT COUCH ON SIDEWALK,ZRTD - RESIDENTIAL TRASH AND DEBRIS,In Progress,
6/17/2020,CE20-0463,Enforcement Case,"805 WHITE OAK DR, SANTA ROSA CA 95409",utility service meters on permanent structure outside the  building envelope within a slope easement instead of powering from utility vault.REOPEN 10/5/2020 Per Jesse Oswald - Lack of a tracer wire.UPDATE 03/16/2021 Additional complaint received,BRNP - BUILDING RESIDENTIAL NO PERMIT,Investigate,
6/17/2020,CE20-0462,Enforcement Case,"5514 RAINBOW CIR, SANTA ROSA CA 95409",FENCE ERECTED OVER HEIGHT LIMITS. BLACK PLASTIC USED AS ADDITIONAL SCREENINGADDITIONALLY ADDED THAT THE MANURE ALONG FENCE LINE AND FLIES,ZRM - RESIDENTIAL MISCELLANEOUS,Closed,
6/17/2020,CE20-0461,Enforcement Case,"2500 FARMERS LN, SANTA ROSA CA 95404",Noise - construction starting at 5:30 a.m.,ZCM - Commercial Miscellaneous,Closed,
6/17/2020,CE20-0460,Enforcement Case,"2200 MOLDAVITE LN, SANTA ROSA CA 95404",CONSTRUCTION WITHOUT PERMITS,BRNP - BUILDING RESIDENTIAL NO PERMIT,Closed,
6/16/2020,CE20-0459,Enforcement Case,"1973 GARDENVIEW CIR, SANTA ROSA CA 95403","vacant lot, contractor using residential lot at contractors yard",HRS,Closed,
6/15/2020,CE20-0458,Enforcement Case,"2013 MISSION BLVD, SANTA ROSA CA 95409",Structure Fire,ECO - Emergency Call Out,Closed,
6/15/2020,CE20-0457,Enforcement Case,"2013 MISSION BLVD, SANTA ROSA CA 95409",Structure Fire,ECO,Closed,
6/12/2020,CE20-0456,Enforcement Case,"5342 MONTE VERDE DR, SANTA ROSA CA 95409",structure fire,ECO,Closed,
6/11/2020,CE20-0455,Enforcement Case,"4036 TRINITY DR, SANTA ROSA CA 95405",Tree had large limbs fall in neighbors yard.,TREE - Tree Violation,Investigate,
6/11/2020,CE20-0454,Enforcement Case,"1450 HEATHER DR, SANTA ROSA CA 95401",Rear yard is a field of dry weeds.,ZRM - Residential Miscellaneous,Closed,
6/11/2020,CE20-0453,Enforcement Case,"1119 LANCE DR, SANTA ROSA CA 95401","Vacant property has piles of trash and debris, hazardous waste, construction materials and weeds.",ZRTD - Residential Trash and Debris,In Progress,
6/10/2020,CE20-0452,Enforcement Case,"1845 PETERSON LN, SANTA ROSA CA 95403",Accessory structure (shed) built in rear yard setbacks.,ZRM - Residential Miscellaneous,Closed,
6/10/2020,CE20-0451,Enforcement Case,"2125 W COLLEGE AVE, SANTA ROSA CA 95401",Homeless encampment.,Homeless Encampment,Closed,
6/10/2020,CE20-0450,Enforcement Case,"2131 W COLLEGE AVE, SANTA ROSA CA 95401",Homeless Encampment.,Homeless Encampment,Closed,
6/10/2020,CE20-0449,Enforcement Case,"239 W 8TH ST, SANTA ROSA CA 95401",Overgrown vegetation around property and sidewalk on west side.,ZRM - Residential Miscellaneous,Closed,
6/10/2020,CE20-0448,Enforcement Case,"1850 VERMILLION WAY, SANTA ROSA CA 95403",Dead trees and overgrown vegetation.,ZRM - Residential Miscellaneous,Closed,
6/10/2020,CE20-0447,Enforcement Case,"5073 CHARMIAN DR, SANTA ROSA CA 95409","A commercial welding shop being run out of the garage, the noise level of machinery and loud music/voices as early as 6:45 is concerning as well as the potential fire hazard.",ZRHO - Home Occupation,Investigate,
6/9/2020,CE20-0446,Enforcement Case,"502 SANTA ROSA AVE, SANTA ROSA CA 95404",Weeds within fenced complex and around exterior of property,ZCM,Closed,
6/9/2020,CE20-0445,Enforcement Case,"966 COLORADO BLVD, SANTA ROSA CA 95405","SWO issued 6/9/2020: building without permits, patio cover over 120 sq ft with electrical, outdoor shower in rear yard.",SWO - Stop Work Order,Closed,
6/9/2020,CE20-0444,Enforcement Case,"333 S E ST, SANTA ROSA CA 95404",Emergency call out structure fire on 6/6/2020.,ECO - Emergency Call Out,In Progress,
6/8/2020,CE20-0443,Enforcement Case,"2384 STONY POINT RD, SANTA ROSA CA 95407",Overgrown vegetation.,ZRM - Residential Miscellaneous,Closed,
6/8/2020,CE20-0442,Enforcement Case,"1100 ALBION PL, SANTA ROSA CA 95401",RV stored in side yard setbacks and possibly occupied. Deteriorated/neglected fence.,ZRM - Residential Miscellaneous,Closed,
6/5/2020,CE20-0441,Enforcement Case,"719 HILLMONT ST, SANTA ROSA CA 95409",Replacement of a multi-tiered backyard deck.,BRNP - Building Residential - No Permit,In Progress,
6/5/2020,CE20-0440,Enforcement Case,"5185 PARKHURST DR, SANTA ROSA CA 95409",Graffiti VSRN X4 in red on fence of apartment.,GRAF - Graffiti,Closed,
6/5/2020,CE20-0439,Enforcement Case,"568 DRAKE DR, SANTA ROSA CA 95409",Graffiti in red VSRN on fence.,GRAF - Graffiti,Closed,
6/5/2020,CE20-0438,Enforcement Case,"4988 CANYON DR, SANTA ROSA CA 95409",Graffiti in red VSRN X4 and SK throughout Rincon Valley neighborhood.,GRAF - Graffiti,In Progress,
6/4/2020,CE20-0437,Enforcement Case,"2135 ARMORY DR, 200, SANTA ROSA CA 95403",Graffiti on the sidewalk in front of our building and on the electric box on the corner of Illinois and Steele Ln.,GRAF - Graffiti,Closed,
6/4/2020,CE20-0436,Enforcement Case,"1128 EDWARDS AVE, SANTA ROSA CA 95401",Graffiti on the preschool fence.,GRAF - Graffiti,Closed,
6/4/2020,CE20-0435,Enforcement Case,"431 FLORENCE ST, SANTA ROSA CA 95401",Graffiti X3 on the back of an No Outlet city street sign at the intersection of Hewett and Florence.,GRAF - Graffiti,Closed,
6/4/2020,CE20-0434,Enforcement Case,"514 HEWETT ST, SANTA ROSA CA 95401",Graffiti SUR X3 on fence along sidewalk.,GRAF - Graffiti,Closed,
6/4/2020,CE20-0433,Enforcement Case,"498 DUNCAN ST, SANTA ROSA CA 95401",Graffiti X3 on fence along Duncan St.,GRAF - Graffiti,Investigate,
6/4/2020,CE20-0432,Enforcement Case,"499 N DUTTON AVE, SANTA ROSA CA 95401","Built a cinder block wall without permits, encroaching into the sidewalk by the light pole.",ZRM - Residential Miscellaneous,Closed,
6/4/2020,CE20-0431,Enforcement Case,"5052 PARKHURST DR, SANTA ROSA CA 95409",Tree trimmings and trash & debris dumped in the alley way behind residence.,ZRM - Residential Miscellaneous; ZRTD - Residential Trash and Debris,Closed,
6/4/2020,CE20-0430,Enforcement Case,"2316 MARIA LUZ CT E, SANTA ROSA CA 95401",Rooster crowing every morning.,ZRA - Residential Animal Violation,Closed,
6/4/2020,CE20-0429,Enforcement Case,"1038 ASTON CIR, SANTA ROSA CA 95404",Vacant lot with overgrown vegetation and abandoned vehicles.,ZRVS - Residential Vehicular; ZRM - Residential Miscellaneous,Closed,
6/4/2020,CE20-0428,Enforcement Case,"2585 SEBASTOPOL RD, SANTA ROSA CA 95407","Overgrown vegetation and trash & debris, property Southeast of Roseland Post Office.",ZCM - Commercial Miscellaneous; ZCTD - Commerical Trash and Debris,Closed,
6/4/2020,CE20-0427,Enforcement Case,"218 CARINA DR, SANTA ROSA CA 95401",Trash and debris in the vegetation are adjacent to the sidewalk.,ZRTD - Residential Trash and Debris,Closed,
6/4/2020,CE20-0426,Enforcement Case,"2145 ORCHARD ST, SANTA ROSA CA 95404",Sidewalk in front of residence is lifting causing a tripping hazard.,ZRM - Residential Miscellaneous,Closed,
6/4/2020,CE20-0425,Enforcement Case,"1552 MOONVIEW CT, SANTA ROSA CA 95401",Trash and debris all over the driveway.,ZRTD - Residential Trash and Debris,Closed,
6/4/2020,CE20-0424,Enforcement Case,"939 CAMPOY ST, SANTA ROSA CA 95407",Sidewalk is raised and is a tripping hazard.,ZRM - Residential Miscellaneous,Closed,
6/3/2020,CE20-0423,Enforcement Case,"0 BARNES RD, SANTA ROSA CA 95403",Overgrown vegetation.,ZRM - Residential Miscellaneous,Closed,
6/3/2020,CE20-0422,Enforcement Case,"0 BARNES RD, SANTA ROSA CA 95403",Overgrown vegetation.,ZRM - Residential Miscellaneous,Closed,
6/3/2020,CE20-0421,Enforcement Case,"3423 SANTIAGO DR, SANTA ROSA CA 95403",Miscellaneous junk and vehicles stored on property.,ZRTD - Residential Trash and Debris,In Progress,
6/3/2020,CE20-0420,Enforcement Case,"1055 WRIGHT ST, SANTA ROSA CA 95404",Auto shop created along fence line.,ZRM - Residential Miscellaneous,Investigate,
6/3/2020,CE20-0419,Enforcement Case,"934 MORGAN ST, SANTA ROSA CA 95401","At least a family member possibly more from each tri-plex is working on vehicles; trash, debris and car parts in side yards and back yards of each tri-plex.REOPENED 7/21/2020: Roof of accessory structure is hanging over the fence into the neighbors property. Also auto repair is being performed.",ZRHO - Home Occupation; ZRTD - Residential Trash and Debris,Closed,
6/2/2020,CE20-0418,Enforcement Case,"615 ELSA DR, SANTA ROSA CA 95407",Overgrown vegetation making the sidewalk inaccessible and illegal dumping.,ZRM - Residential Miscellaneous; ZRTD - Residential Trash and Debris,Closed,
6/2/2020,CE20-0417,Enforcement Case,"612 ELSA DR, SANTA ROSA CA 95407",Overgrown vegetation making the sidewalk inaccessible and illegal dumping.,ZRM - Residential Miscellaneous; ZRTD - Residential Trash and Debris,Closed,
6/2/2020,CE20-0416,Enforcement Case,"1233 CLEVELAND AVE, SANTA ROSA CA 95401","Trash and debris in the front, side and rear yards and overgrown vegetation.",ZRTD - Residential Trash and Debris; ZRM - Residential Miscellaneous,Closed,
6/2/2020,CE20-0415,Enforcement Case,"3811 FINLEY AVE, SANTA ROSA CA 95407","Cannabis grow in the rear of the property and people living in tents; 40 foot fifth wheel stored in side yard setback; unpermitted 8 foot fence.UPDATE 10/29/2020 - Large dump trucks delivering in the middle of the night and septic pumping well into the evenings. Also, tractor work being done late evenings.",CRR - Cannabis Related Response; ZRM - Residential Miscellaneous,Closed,
6/2/2020,CE20-0414,Enforcement Case,"378 COTTONWOOD DR, SANTA ROSA CA 95407","stop work notice issued for the installation of new exterior siding, new electrical wiring and exterior light fixtures",stop work notice,Closed,
6/1/2020,CE20-0413,Enforcement Case,"2913 JASON DR, SANTA ROSA CA 95405",Overgrown vegetation.,ZRM - Residential Miscellaneous,Closed,
6/1/2020,CE20-0412,Enforcement Case,"200 B ST, SANTA ROSA CA 95401",Graffiti/vandalism on the Wells Fargo Bank building.,GRAF - Graffiti,Closed,
6/1/2020,CE20-0411,Enforcement Case,"209 BROADMOOR ST, SANTA ROSA CA 95401",Trash and debris piling up around house - Refer to closed case CE20-0023.UPDATE 11/10/2020: Animal Control Officer viewed 5 pit bulls at this residence.UPDATE 12/30/2020: Garbage piling up around the house.,ZRTD - Residential Trash and Debris,In Progress,
6/1/2020,CE20-0410,Enforcement Case,"2708 IRONSTONE CIR, SANTA ROSA CA 95407","Trash, debris and car parts in front yard.UPDATED 06/23/2020: Car parts, weeds, trash and debris in front yard.UPDATED 09/14/2020: Possible rat infestation.",ZRTD - Residential Trash and Debris,Closed,
6/1/2020,CE20-0409,Enforcement Case,"303 FARMERS LN, SANTA ROSA CA 95405",Vacant apartment building fire box alarm keeps activating even after fire department has shut it off.,ZRM - Residential Miscellaneous,Closed,
6/1/2020,CE20-0408,Enforcement Case,"5066 MOROCCO AVE, SANTA ROSA CA 95409",Illegal cannabis grow in rear yard.Reopened 09/16/2020.,CRR - Cannabis Related Response,In Progress,
6/1/2020,CE20-0407,Enforcement Case,"232 YATES DR, SANTA ROSA CA 95405",TRASH BINS BEING LEFT OUT,ZRM - RESIDENTIAL MISCELLANEOUS,Open,
5/27/2020,CE20-0406,Enforcement Case,"3315 CLAREMONT DR, SANTA ROSA CA 95405",Garbage bin isn't large enough for the apartment complex so bags are left around the bin creating a rat infestation.,ZRTD - Residential Trash and Debris; ZRM - Residential Miscellaneous,Closed,
5/27/2020,CE20-0405,Enforcement Case,"801 TUPPER ST, 1410, SANTA ROSA CA 95404",Air vent above the stove blows out dirt and lint which is falling on the stove and food when cooking.,HRS - Substandard Housing,Closed,
5/27/2020,CE20-0404,Enforcement Case,"3777 SKYFARM DR, SANTA ROSA CA 95403",Overgrown vegetation and debris.,ZRM - Residential Miscellaneous,Closed,
5/27/2020,CE20-0403,Enforcement Case,"446 S E ST, 4, SANTA ROSA CA 95404",Plumbing issues in the kitchen and bathroom (leaks); heater doesn't work; fan in the bathroom doesn't work; bathroom wall tiles have broken off exposing wood.,HRS - Substandard Housing,Closed,
5/26/2020,CE20-0402,Enforcement Case,"1725 SOLANO DR, SANTA ROSA CA 95404",Rooster crows all day long.,ZRA - Residentail Animal Violation,Closed,
5/26/2020,CE20-0401,Enforcement Case,"1976 COOPER DR, SANTA ROSA CA 95404",Rat infestation and mold.,HRS - Substandard Housing,In Progress,
5/26/2020,CE20-0400,Enforcement Case,"728 SUNNY MANOR WAY, SANTA ROSA CA 95401",Building an ADU without permits in the setbacks to grow marijuana.,BRNP - Building Residential - No Permit,In Progress,
5/26/2020,CE20-0399,Enforcement Case,"5046 CANYON DR, SANTA ROSA CA 95409",Stored inoperable vehicle in driveway & a travel trailer and debris in front yard.,ZRVS - Residenital Vehicular; ZRTD - Residential Trash and Debris,Closed,
5/22/2020,CE20-0398,Enforcement Case,"299 MIDDLE RINCON RD, SANTA ROSA CA 95409",ROOSTER CROWING ALL HOURS OF THE DAY.,ZRA - Residential Animal Violation,Closed,
5/22/2020,CE20-0397,Enforcement Case,"897 TRANQUILO CALLE, SANTA ROSA CA 95409",STORED TRAILER IN DRIVEWAY AND WOOD PILES.,ZRM - Residential Miscellaneous,Closed,
5/22/2020,CE20-0396,Enforcement Case,"925 QUIETO CALLE, SANTA ROSA CA 95409","OVERGROWN VEGETATION AND TREES.UPDATED 7/20/2020: BUILDING AN ELITE SHED.UPDATED 2/27/2021: HOME OCCUPATION, VEHICLE STORAGE, TRASH AND DEBRIS STORAGE.",ZRM - Residential Miscellaneous,In Progress,
5/22/2020,CE20-0395,Enforcement Case,"913 QUIETO CALLE, SANTA ROSA CA 95409",STORED TRAILER IN DRIVEWAY.,ZRM - Residential Miscellaneous,Closed,
5/22/2020,CE20-0394,Enforcement Case,"889 TRANQUILO CALLE, SANTA ROSA CA 95409",STORED CARS IN DRIVEWAY AND DEAD VEGETATION UNDER WIRES.,ZRVS - Residential Vehicular,Closed,
5/21/2020,CE20-0393,Enforcement Case,"1913 SANSONE DR, SANTA ROSA CA 95403",Motorhome stored in side yard setbacks and is possibly being used for a living space.,ZRM - Residential Miscellaneous,Closed,
5/21/2020,CE20-0392,Enforcement Case,"5958 SUNHAWK DR, SANTA ROSA CA 95409",Piled up trash and boxes on side and front of the house.,ZRTD - Residential Trash and Debris,Closed,
5/21/2020,CE20-0391,Enforcement Case,"1481 PLUMERIA DR, SANTA ROSA CA 95403",Running a hair salon business from her home.,ZRHO - Home Occupation,Closed,
